Ticker,Name,Price,Expense Ratio,Category,Morning Star Rating,Net Assets,Holdings Turnover,Inception Date,Fund Family,Cash,Stocks,Bonds,Others,Preferred,Convertable,Basic Materials,Consumer Cyclical,Financial Services,Realestate,Consumer Defensive,Healthcare,Utilities,Communication Services,Energy,Industrials,Technology,Number Years Up,Number Years Down,YTD,1-Month,3-Month,1-Year,3-Year,5-Year,10-Year,Inception,Minimum Initial Investment,Minimum Subsequent Investment,Mutual Fund,ETF,Capture Date
SGENX,First Eagle Global Fund Class A,59.65,1.11,World Allocation,4,41.41B,10.26,1970-04-27,First Eagle,8.62,77.46,1.33,12.56,0.00,0.00,12.16,5.49,15.78,5.52,14.28,6.26,0.49,6.70,4.34,17.02,11.94,41,8,-4.37,-1.98,-1.07,-1.12,2.30,5.25,6.34,NULL,2500,100,True,False,2020-11-13
FKDNX,Franklin DynaTech Fund Class A,127.14,0.86,Large Growth,5,18.45B,20.01,1968-01-01,Franklin Templeton Investments,1.14,98.86,0.00,0.00,0.00,0.00,0.00,13.94,7.78,4.22,0.41,19.39,0.66,12.54,0.00,1.61,39.45,39,12,34.73,-1.50,2.00,43.45,24.02,21.71,17.83,NULL,1000,0,True,False,2020-11-13
FKUSX,Franklin U.S. Government Securities Fund Class A1,6.08,0.79,Intermediate Government,2,5.3B,41.34,1970-05-28,Franklin Templeton Investments,4.32,0.00,95.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45,4,3.25,0.20,0.11,3.05,2.91,2.04,2.13,NULL,1000,0,True,False,2020-11-13
FKRCX,Franklin Gold and Precious Metals Fund Class A,25.76,0.98,Equity Precious Metals,3,1.24B,17.00,1969-05-18,Franklin Templeton Investments,0.71,95.70,0.05,3.36,0.00,0.18,99.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,26,24,29.31,-5.38,-10.27,43.96,19.01,17.76,-4.57,NULL,1000,0,True,False,2020-11-13
FHAIX,Franklin High Income Fund Class A1,1.8400,0.78,High Yield Bond,4,2.9B,38.87,1969-12-30,Franklin Templeton Investments,2.47,0.65,95.72,0.00,0.55,0.49,4.59,5.02,0.00,0.00,0.00,0.00,0.00,0.00,90.40,0.00,0.00,37,13,1.32,0.47,0.79,3.34,3.88,5.88,5.23,NULL,1000,0,True,False,2020-11-13
TEBIX,Franklin Mutual Beacon Fund Class A,14.83,1.07,World Large Stock,3,2.72B,30.72,1962-06-28,Franklin Templeton Investments,1.83,95.16,3.01,0.00,0.00,0.00,2.68,9.14,11.15,3.24,9.80,22.19,0.00,13.50,0.00,2.76,25.53,18,5,-17.49,-2.61,-1.47,-12.13,-1.10,3.74,6.85,NULL,1000,0,True,False,2020-11-13
TEMEX,Franklin Mutual Beacon Fund Class C,14.78,1.82,World Large Stock,2,2.72B,30.72,1962-06-28,Franklin Templeton Investments,1.83,95.16,3.01,0.00,0.00,0.00,2.68,9.14,11.15,3.24,9.80,22.19,0.00,13.50,0.00,2.76,25.53,18,5,-17.99,-2.62,-1.62,-12.75,-1.84,2.97,6.07,NULL,1000,0,True,False,2020-11-13
BEGRX,Franklin Mutual Beacon Fund Class Z,15.02,0.82,World Large Stock,3,2.72B,30.72,1962-06-28,Franklin Templeton Investments,1.83,95.16,3.01,0.00,0.00,0.00,2.68,9.14,11.15,3.24,9.80,22.19,0.00,13.50,0.00,2.76,25.53,43,14,-17.25,-2.51,-1.31,-11.90,-0.83,4.01,7.14,NULL,100000,0,True,False,2020-11-13
SECEX,Guggenheim StylePlus - Large Core Fund Class A,24.27,1.37,Large Blend,3,200.25M,51.00,1962-09-09,Guggenheim Investments,11.52,18.61,13.86,55.62,0.00,0.29,0.48,11.93,8.20,0.64,6.07,21.79,2.42,11.14,1.37,11.96,23.98,41,16,1.91,-2.74,0.63,8.67,8.77,10.81,11.31,NULL,2500,100,True,False,2020-11-13
SECUX,Guggenheim StylePlus - Mid Growth Fund Class A,49.57,1.50,Mid-Cap Growth,3,92.15M,73.00,1969-09-16,Guggenheim Investments,13.49,22.05,15.02,48.86,0.00,0.32,0.70,16.35,4.93,3.10,2.97,22.41,1.89,2.41,0.25,24.61,20.38,36,14,10.19,0.15,1.77,16.92,12.01,12.16,12.04,NULL,2500,100,True,False,2020-11-13
IBJAX,Ivy Corporate Bond Fund Class A,6.94,1.02,Corporate Bond,2,874.74M,63.00,1964-03-29,Ivy Funds,5.45,0.00,93.31,0.00,0.26,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46,9,7.35,-0.28,-1.81,7.43,5.58,4.72,3.59,NULL,750,0,True,False,2020-11-13
SHAPX,ClearBridge Appreciation Fund Class A,28.60,0.95,Large Blend,3,6.42B,10.00,1970-03-09,Franklin Templeton Investments,0.74,99.26,0.00,0.00,0.00,0.00,6.71,9.16,12.63,1.79,6.74,13.48,0.66,14.33,2.39,9.43,22.68,39,10,0.46,-2.66,1.07,6.57,9.95,10.47,11.59,NULL,1000,50,True,False,2020-11-13
MAPOX,Mairs & Power Balanced Fund Investor Class,103.55,0.71,Allocation--50% to 70% Equity,4,819.08M,13.60,1961-01-09,Mairs & Power,1.85,64.46,33.69,0.00,0.00,0.00,7.49,1.97,15.37,0.95,6.61,23.42,0.84,7.53,0.99,20.97,13.85,48,10,-0.79,-1.09,1.34,3.72,6.15,7.35,8.66,NULL,2500,100,True,False,2020-11-13
MSFRX,MFS Total Return Fund Class A,20.67,0.73,Allocation--50% to 70% Equity,3,7.37B,39.00,1970-10-05,MFS,1.03,59.20,38.59,0.00,1.02,0.16,2.89,2.94,20.12,0.89,10.77,18.41,3.96,5.56,1.99,15.60,16.86,39,10,-0.60,-1.01,0.25,3.28,4.87,6.24,7.52,NULL,1000,0,True,False,2020-11-13
MUIGX,Nationwide Mellon Dynamic U.S. Core Fund Class R6,11.61,0.50,Large Blend,5,1.11B,4.49,1961-02-13,Nationwide,7.50,70.91,21.60,0.00,0.00,0.00,2.27,11.30,12.82,2.64,7.51,14.33,2.97,10.79,2.06,8.62,24.69,44,14,3.49,-3.07,-0.77,10.60,13.25,12.72,13.34,NULL,1000000,0,True,False,2020-11-13
NICSX,Nicholas Fund,76.64,0.72,Large Growth,3,2.92B,15.36,1969-07-13,Nicholas,3.17,96.83,0.00,0.00,0.00,0.00,0.00,14.85,15.96,1.91,5.92,19.87,0.00,6.16,1.14,10.55,23.64,38,12,4.15,-2.69,0.74,10.58,12.10,9.48,12.92,NULL,500,100,True,False,2020-11-13
SEQUX,Sequoia Fund,178.02,1.00,Large Growth,1,3.87B,16.00,1970-07-14,Sequoia,1.89,95.52,0.00,2.59,0.00,0.00,0.00,14.26,24.32,0.00,0.00,6.41,0.00,31.03,0.00,7.03,16.95,40,9,5.96,-1.48,-1.62,10.88,11.06,8.28,10.44,NULL,5000,0,True,False,2020-11-13
STFBX,State Farm Balanced Fund,80.16,0.13,Allocation--50% to 70% Equity,4,2.11B,4.00,1968-03-13,State Farm,0.60,66.94,32.46,0.00,0.00,0.00,11.14,1.10,3.71,0.00,17.85,16.69,0.42,15.31,4.70,10.50,18.59,37,7,1.97,-1.80,0.59,7.11,7.24,7.44,7.40,NULL,250,50,True,False,2020-11-13
STFGX,State Farm Growth Fund,95.55,0.12,Large Blend,3,5.35B,1.00,1968-03-13,State Farm,0.52,99.48,0.00,0.00,0.00,0.00,10.45,1.47,2.90,0.00,20.23,19.23,0.48,11.45,5.19,10.95,17.65,36,8,-0.08,-2.69,0.62,7.26,8.32,9.70,9.99,NULL,250,50,True,False,2020-11-13
PRNEX,T. Rowe Price New Era Fund,30.06,0.69,Natural Resources,3,2.45B,45.20,1969-01-19,T. Rowe Price,0.86,98.22,0.14,0.00,0.78,0.00,38.75,8.60,0.00,0.00,1.14,0.00,9.60,0.00,30.01,10.57,1.33,36,14,-20.38,-1.51,-2.53,-14.29,-6.55,-0.12,-0.54,NULL,2500,100,True,False,2020-11-13
VEXPX,Vanguard Explorer Fund Investor Class,119.70,0.45,Small Growth,3,16.6B,41.00,1967-12-10,Vanguard,3.96,96.03,0.01,0.00,0.00,0.00,0.98,13.08,5.66,3.29,3.81,25.32,0.16,2.95,0.59,17.92,26.25,39,13,5.67,1.88,2.81,14.08,12.10,12.91,12.82,NULL,3000,1,True,False,2020-11-13
VWINX,Vanguard Wellesley Income Fund Investor Shares,28.22,0.23,Allocation--30% to 50% Equity,5,59.47B,28.00,1970-06-30,Vanguard,3.58,38.06,56.67,0.00,0.00,1.69,0.99,4.65,17.32,2.22,14.07,18.79,8.86,6.62,3.36,14.49,8.63,42,7,1.41,-1.27,-1.76,3.20,5.52,6.32,7.11,NULL,3000,1,True,False,2020-11-13
EKOAX,Wells Fargo Omega Growth Fund - Class A,71.30,1.28,Large Growth,4,952.25M,23.00,1968-04-28,Wells Fargo Funds,1.37,98.63,0.00,0.00,0.00,0.00,1.80,18.37,8.61,1.57,0.00,17.73,0.00,11.78,0.00,9.54,30.61,36,15,21.51,-1.50,2.45,30.36,19.85,17.38,14.99,NULL,1000,100,True,False,2020-11-13
