Ticker,Name,Price,Expense Ratio,Category,Morning Star Rating,Net Assets,Holdings Turnover,Inception Date,Fund Family,Cash,Stocks,Bonds,Others,Preferred,Convertable,Basic Materials,Consumer Cyclical,Financial Services,Realestate,Consumer Defensive,Healthcare,Utilities,Communication Services,Energy,Industrials,Technology,Number Years Up,Number Years Down,YTD,1-Month,3-Month,1-Year,3-Year,5-Year,10-Year,Inception,Minimum Initial Investment,Minimum Subsequent Investment,Mutual Fund,ETF,Capture Date
SAOPX,Barrett Opportunity Fund,24.75,1.23,Large Blend,1,48.29M,1.00,1979-02-27,Barrett,3.25,96.76,0.00,0.00,0.00,0.00,1.02,8.18,13.74,3.04,2.90,21.02,0.00,5.38,6.14,19.50,19.07,33,7,-12.16,-1.40,-3.55,-6.62,-0.84,5.50,7.10,NULL,1000,50,True,False,2020-11-13
MASPX,BlackRock Advantage U.S. Total Market Fund Inc.Institutional Shares,33.51,0.48,Large Blend,3,321.44M,123.00,1978-05-04,BlackRock,3.22,96.78,0.00,0.00,0.00,0.00,2.50,11.93,13.37,3.41,7.24,15.82,3.15,8.87,2.29,10.42,21.01,30,11,2.78,-2.82,0.42,9.49,8.55,10.07,11.32,NULL,2000000,0,True,False,2020-11-13
MAPCX,BlackRock Asian Dragon Fund Inc.Institutional Shares,17.92,1.14,Pacific/Asia ex-Japan Stk,2,134.12M,13.00,1976-09-22,BlackRock,3.16,94.64,0.00,2.21,0.00,0.00,3.04,19.33,16.82,5.68,3.58,2.29,1.80,14.96,4.64,6.05,21.80,30,13,2.77,2.56,2.81,9.72,2.55,6.09,5.47,NULL,2000000,0,True,False,2020-11-13
MACPX,BlackRock Balanced Capital Fund Institutional Shares,25.65,0.55,Allocation--50% to 70% Equity,5,1.45B,4.00,1973-11-07,BlackRock,20.84,37.37,40.52,0.00,0.00,0.30,2.61,13.24,13.82,2.52,6.78,13.40,2.56,9.82,1.57,9.22,24.46,40,6,4.35,-2.13,-0.20,8.46,7.91,8.67,9.47,NULL,2000000,0,True,False,2020-11-13
MABAX,BlackRock Basic Value Fund Institutional Shares,17.78,0.53,Large Value,2,1.59B,73.00,1977-06-30,BlackRock,9.25,90.75,0.00,0.00,0.00,0.00,3.28,6.25,20.65,0.84,11.39,17.50,4.33,11.29,5.75,8.44,10.29,35,7,-15.59,-0.87,-1.54,-10.15,0.60,3.68,7.94,NULL,2000000,0,True,False,2020-11-13
STSEX,BlackRock Exchange Portfolio BlackRock Shares,1328.20,0.76,Large Blend,3,162.9M,0.00,1976-12-16,BlackRock,0.69,99.31,0.00,0.00,0.00,0.00,0.00,0.00,27.24,0.00,12.30,18.67,0.00,0.00,2.06,6.35,33.36,34,9,-4.21,-4.76,-2.79,2.34,7.27,8.95,9.63,NULL,0,0,True,False,2020-11-13
MANLX,BlackRock National Municipal Fund Institutional Shares,11.19,0.49,Muni National Interm,4,13.25B,75.00,1979-11-01,BlackRock,15.23,0.00,84.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33,7,1.55,-0.20,-0.68,2.24,3.47,3.26,4.17,NULL,2000000,0,True,False,2020-11-13
MALMX,BlackRock Short-Term Municipal Fund Institutional Shares,10.17,0.36,Muni National Short,2,729.11M,94.00,1979-11-01,BlackRock,2.66,0.00,97.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,-1,1.04,-0.04,0.09,1.39,1.55,1.11,0.89,NULL,2000000,0,True,False,2020-11-13
DRTAX,BNY Mellon Municipal Bond Fund,12.01,0.73,Muni National Interm,4,1.2B,19.23,1976-10-03,BNY Mellon,0.10,0.00,99.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33,10,2.07,-0.21,-0.21,2.60,3.59,3.38,3.79,NULL,2500,100,True,False,2020-11-13
DREQX,BNY Mellon Research Growth Fund Inc. Class Z,20.62,0.84,Large Growth,3,1.87B,55.27,1972-02-03,BNY Mellon,0.10,99.90,0.00,0.00,0.00,0.00,0.00,15.28,6.32,0.00,3.31,14.06,1.36,14.38,0.00,5.65,39.64,35,12,26.97,-1.89,2.61,36.29,19.69,15.80,14.93,NULL,1000,100,True,False,2020-11-13
DRTHX,BNY Mellon Sustainable U.S. Equity Fund Class Z,15.80,0.77,Large Blend,4,384.35M,36.37,1972-03-28,BNY Mellon,1.56,98.44,0.00,0.00,0.00,0.00,4.37,15.32,14.16,0.56,7.97,11.69,4.19,7.76,0.00,2.12,31.89,37,10,7.89,-3.24,-0.27,14.35,12.07,11.38,11.94,NULL,1000,100,True,False,2020-11-13
ABNDX,American Funds The Bond Fund of America Class A,14.09,0.61,Intermediate Core Bond,4,66.16B,286.00,1974-05-27,American Funds,19.01,0.03,78.29,0.00,0.02,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41,4,8.71,-0.37,-1.24,8.73,5.41,4.29,3.63,NULL,250,50,True,False,2020-11-13
COSIX,Columbia Strategic Income Fund Class A,24.67,0.94,Nontraditional Bond,5,5.29B,173.00,1977-04-20,Columbia,6.51,0.01,86.95,4.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37,5,2.61,0.48,0.33,3.89,3.85,4.71,4.53,NULL,2000,0,True,False,2020-11-13
COLTX,Columbia Tax-Exempt Fund Class A,13.41,0.73,Muni National Long,3,3.25B,29.00,1978-11-20,Columbia,0.01,0.00,99.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36,5,0.50,-0.21,-0.54,0.92,3.28,3.11,3.95,NULL,2000,0,True,False,2020-11-13
SRBFX,Columbia Total Return Bond Fund Institutional Class,39.77,0.50,Intermediate Core-Plus Bond,5,2.42B,272.00,1978-12-04,Columbia,3.30,0.01,91.76,3.33,0.00,0.04,0.00,0.00,66.07,0.00,0.00,0.00,0.00,0.00,0.00,33.93,0.00,38,3,8.88,0.05,-0.10,8.81,6.19,5.24,4.32,NULL,2000,0,True,False,2020-11-13
INTAX,Columbia Strategic Municipal Income Fund Class A,16.53,0.80,Muni National Long,4,2.44B,32.00,1976-11-23,Columbia,0.02,0.00,99.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34,9,1.51,-0.36,-0.98,2.04,4.01,3.92,4.65,NULL,2000,0,True,False,2020-11-13
COPLX,Copley Fund,127.05,2.14,Large Value,5,90.06M,24.64,1978-08-31,Copley,2.04,97.96,0.00,0.00,0.00,0.00,1.40,1.40,18.37,1.20,4.80,7.44,45.51,6.89,5.89,0.00,7.11,32,9,-6.21,0.43,-0.19,-2.93,10.95,11.55,10.66,NULL,1000,100,True,False,2020-11-13
PPGVX,Phaeacian Global Value Fund Institutional Class Shares,23.39,1.29,World Large Stock,3,152.78M,62.00,1978-07-02,Phaeacian,2.13,97.87,0.00,0.00,0.00,0.00,6.68,4.89,1.91,0.00,11.42,11.94,0.00,20.23,0.00,14.66,28.27,33,9,-2.71,-3.51,-2.13,4.40,5.94,9.32,8.76,NULL,1500,100,True,False,2020-11-13
DLTLX,Delaware Investments Ultrashort Fund Class L,10.02,0.40,Ultrashort Bond,3,86.03M,82.00,1978-06-29,Delaware Funds by Macquarie,6.44,0.00,82.94,10.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41,-1,0.77,0.05,0.26,1.13,1.92,1.55,0.80,NULL,1000,100,True,False,2020-11-13
FITAX,Delaware Tax-Exempt Income Fund Class A,9.39,0.80,Muni National Interm,4,484.66M,39.00,1977-08-02,Delaware Funds by Macquarie,0.00,0.00,99.19,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36,6,2.35,-0.27,-0.59,2.75,2.98,2.45,3.19,NULL,1000,100,True,False,2020-11-13
DELIX,Delaware Tax-Free Pennsylvania Fund Class A,8.04,0.83,Muni Pennsylvania,4,433.91M,40.00,1977-03-22,Delaware Funds by Macquarie,0.00,0.00,98.59,1.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33,9,1.45,-0.35,-0.48,1.81,3.30,3.22,3.71,NULL,1000,100,True,False,2020-11-13
KHYAX,DWS High Income Fund - Class A,4.7700,0.96,High Yield Bond,4,791.18M,77.00,1978-01-25,DWS,3.50,0.03,96.34,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32,9,1.25,0.81,0.08,3.14,4.30,5.70,5.67,NULL,1000,50,True,False,2020-11-13
SCMBX,DWS Managed Municipal Bond Fund - Class S,9.20,0.55,Muni National Long,3,3.82B,35.00,1976-10-13,DWS,0.18,0.00,99.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36,7,1.17,-0.19,-0.66,1.63,3.29,3.15,3.91,NULL,2500,50,True,False,2020-11-13
KYTFX,Dupree Mutual Fund Kentucky Tax-Free Income Fund,7.96,0.56,Muni Single State Interm,5,985.75M,4.59,1979-07-02,Dupree,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34,6,2.70,-0.17,-0.49,3.16,3.64,3.15,3.52,NULL,100,0,True,False,2020-11-13
EVMBX,Eaton Vance Amt-Free Municipal Income Fund Class I,10.11,0.79,Muni National Long,4,337.51M,33.00,1978-03-15,Eaton Vance,3.40,0.00,96.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31,10,2.65,-0.33,-1.16,3.15,4.15,3.82,4.44,NULL,250000,0,True,False,2020-11-13
EVIBX,Eaton Vance Income Fund of Boston Class A,5.47,1.00,High Yield Bond,4,6.33B,38.00,1972-06-14,Eaton Vance,3.47,0.51,94.95,0.22,0.39,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37,10,-0.65,0.32,0.00,1.55,3.05,4.72,5.38,NULL,1000,0,True,False,2020-11-13
ELFTX,Elfun Tax-Exempt Income Fund,11.53,0.20,Muni National Long,3,1.34B,25.00,1980-01-01,State Street Global Advisors,0.14,0.00,99.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35,4,2.38,-0.31,-0.86,2.83,3.58,3.34,3.71,NULL,500,0,True,False,2020-11-13
FHIIX,Federated Hermes High-Income Bond Fund Class A Shares,7.41,0.90,High Yield Bond,4,598.28M,26.00,1977-11-29,Federated,3.79,0.23,95.98,0.00,0.00,0.00,0.00,22.68,0.00,0.00,0.00,0.00,0.00,20.59,56.73,0.00,0.00,34,8,0.65,0.41,0.29,3.17,3.67,5.31,5.63,NULL,1500,100,True,False,2020-11-13
LMSFX,Federated Hermes Municipal Bond Fund Class A Shares,10.74,0.84,Muni National Long,2,321.48M,9.00,1976-10-03,Federated,0.01,0.00,99.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34,9,2.08,-0.18,-0.56,2.50,3.58,3.31,3.73,NULL,1500,100,True,False,2020-11-13
FDVLX,Fidelity Value Fund,10.60,0.58,Mid-Cap Value,3,5.25B,75.00,1978-11-30,Fidelity Investments,0.97,99.03,0.00,0.00,0.00,0.00,8.42,15.03,13.37,7.75,4.55,9.16,6.99,2.52,4.96,20.45,6.80,33,8,-13.55,2.35,6.10,-6.52,-0.69,3.84,8.36,NULL,0,0,True,False,2020-11-13
FGOVX,Fidelity Government Income Fund,10.97,0.45,Intermediate Government,4,4.36B,255.00,1979-04-03,Fidelity Investments,2.36,0.00,97.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37,3,6.58,-0.80,-1.64,5.81,4.54,3.21,2.82,NULL,0,0,True,False,2020-11-13
FHIGX,Fidelity Municipal Income Fund,13.42,0.45,Muni National Long,3,4.89B,16.00,1977-11-30,Fidelity Investments,1.66,0.00,98.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33,9,1.91,-0.15,-0.47,2.44,3.98,3.77,4.21,NULL,10000,0,True,False,2020-11-13
FTHRX,Fidelity Intermediate Bond Fund,11.36,0.45,Intermediate Core Bond,2,2.92B,99.00,1975-05-22,Fidelity Investments,3.87,0.00,93.79,0.00,0.00,2.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41,3,6.02,-0.12,-0.13,5.88,4.47,3.57,3.11,NULL,0,0,True,False,2020-11-13
FBNDX,Fidelity Investment Grade Bond Fund,8.54,0.45,Intermediate Core Bond,5,9.69B,118.00,1971-08-05,Fidelity Investments,12.18,0.00,86.28,0.00,0.00,1.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41,7,8.03,-0.37,-1.24,8.05,5.86,4.92,4.13,NULL,0,0,True,False,2020-11-13
FLTMX,Fidelity Intermediate Municipal Income Fund,10.76,0.35,Muni National Interm,3,8.67B,14.00,1977-04-14,Fidelity Investments,4.07,0.00,95.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35,7,2.66,-0.11,-0.24,3.06,3.53,3.11,3.23,NULL,0,0,True,False,2020-11-13
FAGIX,Fidelity Capital & Income Fund,10.27,0.67,High Yield Bond,4,11.23B,46.00,1977-10-31,Fidelity Investments,5.34,21.18,71.50,0.01,1.81,0.16,2.62,13.41,9.46,0.13,3.75,16.11,4.72,11.33,0.47,10.50,27.50,32,10,-0.10,-0.57,1.22,3.53,4.01,6.08,6.43,NULL,0,0,True,False,2020-11-13
FKTFX,Franklin California Tax Free Income Fund Class A1,7.71,0.61,Muni California Long,4,16.67B,15.74,1977-01-30,Franklin Templeton Investments,0.15,0.00,99.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34,8,2.50,-0.28,-1.07,3.01,4.32,4.05,4.62,NULL,1000,0,True,False,2020-11-13
TEQIX,Franklin Mutual Quest Fund Class A,12.57,1.04,World Allocation,2,3.06B,60.96,1980-09-25,Franklin Templeton Investments,5.89,60.69,26.39,6.29,0.74,0.00,1.30,4.18,21.00,1.37,13.24,10.25,3.20,17.03,8.18,11.70,8.54,18,5,-15.00,-1.80,-0.05,-11.46,-3.53,1.44,4.29,NULL,1000,0,True,False,2020-11-13
TEMQX,Franklin Mutual Quest Fund Class C,12.39,1.79,World Allocation,2,3.06B,60.96,1980-09-25,Franklin Templeton Investments,5.89,60.69,26.39,6.29,0.74,0.00,1.30,4.18,21.00,1.37,13.24,10.25,3.20,17.03,8.18,11.70,8.54,28,11,-15.56,-1.91,-0.31,-12.14,-4.26,0.67,3.54,NULL,1000,0,True,False,2020-11-13
MQIFX,Franklin Mutual Quest Fund Class Z,12.80,0.79,World Allocation,2,3.06B,60.96,1980-09-25,Franklin Templeton Investments,5.89,60.69,26.39,6.29,0.74,0.00,1.30,4.18,21.00,1.37,13.24,10.25,3.20,17.03,8.18,11.70,8.54,33,6,-14.84,-1.85,-0.05,-11.31,-3.31,1.68,4.57,NULL,100000,0,True,False,2020-11-13
GATEX,Gateway Fund Class A Shares,35.72,0.94,Options-based,3,6.71B,12.00,1977-12-06,Natixis Funds,2.97,97.03,0.00,0.00,0.00,0.00,1.68,11.53,13.34,2.46,7.51,14.22,2.90,10.78,2.30,8.85,24.45,37,5,-0.67,-1.18,-0.47,1.43,2.17,3.98,4.34,NULL,2500,50,True,False,2020-11-13
GESLX,GE RSP Income Fund,12.35,0.17,Intermediate Core-Plus Bond,3,2.06B,422.00,1980-01-02,State Street Global Advisors,11.65,0.00,85.90,0.00,0.05,1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34,5,6.04,-0.27,-1.09,6.24,4.91,4.19,4.01,NULL,0,0,True,False,2020-11-13
GESSX,GE RSP U.S. Equity Fund,67.03,0.14,Large Blend,5,5.49B,31.00,1980-01-01,State Street Global Advisors,0.72,99.28,0.00,0.00,0.00,0.00,2.40,10.99,14.51,0.50,5.95,14.40,3.62,12.15,1.93,8.47,25.07,22,6,8.05,-1.96,1.54,15.82,12.46,12.26,12.81,NULL,0,0,True,False,2020-11-13
AGTHX,American Funds The Growth Fund of America Class A,63.49,0.64,Large Growth,3,218.18B,28.00,1973-11-29,American Funds,5.22,94.13,0.00,0.11,0.53,0.01,1.49,21.07,8.76,1.57,2.56,15.39,0.25,19.84,1.29,6.45,21.34,38,8,15.80,-2.50,1.93,24.79,14.11,14.43,13.93,NULL,250,50,True,False,2020-11-13
AMECX,American Funds The Income Fund of America Class A,22.75,0.57,Allocation--70% to 85% Equity,3,105.08B,117.00,1973-11-29,American Funds,8.67,64.92,24.80,0.00,1.02,0.42,5.22,4.89,13.65,9.41,13.53,13.40,7.75,5.19,3.14,10.64,13.19,38,8,-5.66,-2.24,-1.47,-1.86,2.96,5.67,7.36,NULL,250,50,True,False,2020-11-13
ACEHX,Invesco Exchange Fund,576.49,0.54,Large Value,3,50.64M,0.00,1976-12-15,Invesco,1.53,98.47,0.00,0.00,0.00,0.00,19.61,0.01,9.17,1.70,21.53,17.84,0.00,0.00,7.92,5.13,17.08,35,8,-12.08,-8.23,-7.84,-5.78,2.81,5.55,7.32,NULL,0,0,True,False,2020-11-13
JHNBX,John Hancock Bond Fund Class A,16.81,0.78,Intermediate Core-Plus Bond,4,20.66B,125.00,1973-11-08,John Hancock,3.67,0.09,93.06,0.00,0.84,2.34,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,38,8,6.06,-0.25,-0.79,6.04,4.95,4.54,4.67,NULL,1000,0,True,False,2020-11-13
LBNDX,Lord Abbett Bond Debenture Fund Class A,8.16,0.79,Multisector Bond,5,18.52B,217.00,1971-03-31,Lord Abbett,0.00,9.61,88.19,0.00,0.06,2.11,6.53,26.09,1.03,1.21,8.75,8.33,0.00,9.36,1.07,15.85,21.79,39,9,1.91,0.56,1.06,3.44,3.82,5.73,6.02,NULL,1000,0,True,False,2020-11-13
LAGWX,Lord Abbett Developing Growth Fund Class A,29.41,0.94,Small Growth,5,3.13B,122.00,1973-10-09,Lord Abbett,0.00,100.00,0.00,0.00,0.00,0.00,0.00,14.66,1.52,2.38,6.01,31.77,0.00,3.03,0.00,10.63,30.02,35,11,38.67,2.41,11.28,45.76,26.15,18.82,15.86,NULL,1000,0,True,False,2020-11-13
MINVX,Madison Investors Fund Class Y,25.54,0.90,Large Blend,5,337.94M,23.00,1978-10-31,Madison Funds,7.52,92.48,0.00,0.00,0.00,0.00,6.62,9.51,23.10,2.85,3.72,14.42,0.00,12.20,0.00,10.58,16.99,32,9,1.15,-1.45,1.53,6.06,11.02,12.35,12.21,NULL,25000,50,True,False,2020-11-13
MUBFX,MainStay MAP Equity Fund Class I,44.92,0.86,Large Blend,2,908.14M,20.00,1971-01-20,New York Life Investment Management LLC,0.00,99.44,0.00,0.56,0.00,0.00,1.46,7.28,18.59,0.33,5.40,11.99,0.00,20.40,1.79,10.46,22.32,38,10,-4.34,-1.56,0.66,1.92,6.85,8.74,10.11,NULL,1000000,0,True,False,2020-11-13
MHITX,MFS High Income Fund Class A,3.4000,0.94,High Yield Bond,3,1.82B,58.00,1978-02-16,MFS,2.39,0.04,96.64,0.05,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34,7,0.07,0.38,-0.06,1.98,3.33,4.94,5.26,NULL,1000,0,True,False,2020-11-13
MFBFX,MFS Corporate Bond Fund Class A,15.71,0.78,Corporate Bond,3,5.99B,36.00,1974-05-07,MFS,5.54,0.00,91.30,0.00,0.00,2.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38,7,7.75,-0.12,-1.77,8.10,6.27,5.75,5.01,NULL,1000,0,True,False,2020-11-13
MFRFX,MFS Research Fund Class A,50.79,0.80,Large Blend,4,6.34B,32.00,1971-10-12,MFS,1.14,98.86,0.00,0.00,0.00,0.00,2.90,11.71,11.81,3.14,7.93,14.22,2.99,10.51,1.87,9.01,23.91,37,11,2.43,-2.88,0.04,9.26,10.24,11.54,12.41,NULL,1000,0,True,False,2020-11-13
NWHLX,Nationwide Bailard International Equities Fund Class M,8.06,0.92,Foreign Large Blend,3,160.98M,71.60,1979-09-03,Nationwide,0.79,99.21,0.00,0.00,0.00,0.00,8.95,8.84,14.56,1.81,10.71,14.95,3.68,8.29,1.40,14.39,12.41,28,12,-8.86,-3.04,-1.00,-4.23,-3.06,1.29,3.26,NULL,5000,100,True,False,2020-11-13
MUIBX,Nationwide Bond Fund Institutional Service Class,10.33,0.51,Intermediate Core-Plus Bond,3,358.01M,38.73,1980-03-02,Nationwide,3.27,0.00,94.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35,4,5.63,-0.58,-1.20,5.36,4.87,4.13,3.85,NULL,50000,0,True,False,2020-11-13
NEFRX,Loomis Sayles Core Plus Bond Fund Class A,14.13,0.73,Intermediate Core-Plus Bond,4,9.05B,297.00,1973-11-06,Natixis Funds,14.14,0.00,84.77,0.01,0.00,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38,8,7.87,-0.33,-0.91,8.01,5.34,5.00,4.54,NULL,2500,50,True,False,2020-11-13
NPRTX,Neuberger Berman Large Cap Value Fund Investor Class,32.16,0.87,Large Value,4,1.67B,-1,1975-01-19,Neuberger Berman,6.15,93.34,0.51,0.00,0.00,0.00,17.12,8.67,25.64,3.02,7.61,6.34,0.00,3.76,6.22,21.19,0.44,36,8,-9.66,1.53,-1.45,-4.50,4.65,8.45,8.99,NULL,1000,100,True,False,2020-11-13
ANWPX,American Funds New Perspective Fund Class A,56.57,0.76,World Large Stock,4,108.14B,20.00,1973-03-12,American Funds,4.26,95.72,0.02,0.00,0.00,0.00,5.37,18.11,14.01,1.19,5.41,14.02,1.51,11.42,1.99,7.44,19.51,38,8,10.58,-2.88,2.01,18.39,11.05,11.97,11.07,NULL,250,50,True,False,2020-11-13
NUVBX,Nuveen Intermediate Duration Municipal Bond Fund Class I,9.53,0.45,Muni National Interm,4,9.24B,22.00,1976-11-28,Nuveen,0.57,0.68,98.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35,8,1.97,-0.22,-0.43,2.43,3.67,3.46,3.63,NULL,100000,0,True,False,2020-11-13
PAXWX,Pax Sustainable Allocation Fund Investor Class,25.67,0.92,Allocation--50% to 70% Equity,4,1.94B,-1,1971-08-09,Pax World,6.43,60.52,32.90,0.02,0.00,0.13,3.09,8.58,13.22,4.60,8.80,17.16,2.03,10.63,0.06,11.24,20.58,38,10,5.22,-1.38,0.66,9.20,7.70,7.69,7.66,NULL,1000,50,True,False,2020-11-13
